Name,RMM,pKa_donor,pKa_acceptor,fu,log10(human inferred CLh_int [L/s]),logD74
mol1993,4.23E+02,0.242684914,5.159870988,0.075234758,-0.216549861,0.333262818
mol1994,98.35942607,1.096304608,0.934250223,0.814297382,-0.694553306,-2.641570176
mol1995,3.22E+02,4.91302463,9.524606544,0.13247668,2.440540914,-0.086528877
mol1996,5.58E+02,3.526822428,6.773605764,0.437584296,-1.573578781,1.995619576
mol1997,5.99E+02,2.919426558,9.876775994,0.087150516,-3.290223773,3.806126875
mol1998,1.49E+02,13.75794726,9.778230684,0.097783178,-0.175395251,-2.504144954
mol1999,7.14E+02,12.21859937,0.777300138,0.974187683,-1.964088026,-0.7056074
mol2000,3.46E+02,9.378193683,10.21667704,0.587253808,-1.508128226,-0.835169289
mol2001,2.04E+02,13.5594634,2.84997947,0.073755078,-2.254398343,2.444329286
mol2002,4.22E+02,6.742394854,8.025714969,0.011352509,-0.264339912,-0.270240501
mol2003,4.26E+02,6.006304995,1.06305985,0.260997273,-2.013332946,0.409891045
mol2004,4.01E+02,2.547531128,0.570750651,0.156144981,-2.257609656,3.556852381
mol2005,5.43E+02,13.23169863,5.372111495,0.038337961,-1.053260139,-1.764094877
mol2006,2.35E+02,0.566374365,0.520215261,0.391847604,-1.339435683,-2.187986425
mol2007,5.37E+02,11.13005287,9.201907532,0.265649414,-1.968643848,4.01591251
mol2008,2.71E+02,3.726459803,9.364474501,0.571275475,-1.062456225,2.184470894
mol2009,4.82E+02,10.00001894,3.594124646,0.852738835,-3.250569401,-0.406070154
mol2010,3.60E+02,3.243307631,0.299656198,0.154340544,-1.263712667,-1.110105957
mol2011,2.94E+02,13.6649722,8.358537402,0.667907727,-1.393632991,-0.991716318
mol2012,2.77E+02,5.707620975,0.936015211,0.728326934,-1.995174698,0.423183981
mol2013,3.74E+02,9.75536346,0.402587777,0.119207024,-1.745411456,1.836777544
mol2014,5.25E+02,2.165187139,8.559423001,0.778101804,-1.601099443,-0.685037119
mol2015,4.99E+02,3.129132955,1.703602231,0.041480774,-1.087939897,0.676524429
mol2016,3.24E+02,8.097768299,11.5592677,0.006934145,2.874997002,-0.150631461
mol2017,3.57E+02,9.25435277,2.501005893,0.2767193,-2.624687457,-1.452336977
mol2018,2.81E+02,9.771844195,1.580879398,0.804434229,-1.81706956,1.401057205
mol2019,4.98E+02,3.598927391,5.739221635,0.071949632,-1.146366344,0.378983556
mol2020,2.64E+02,3.268197995,0.848946572,0.126126023,-1.589298612,-1.425434651
mol2021,3.13E+02,11.55193612,2.773307631,0.409505791,-1.143339011,-1.518453043
mol2022,7.17E+02,6.284550222,7.094014701,0.862778636,2.6025071,2.658315899
mol2023,7.19E+02,9.237872707,0.912405974,0.10382687,0.96644845,3.807737935
mol2024,2.46E+02,10.35812474,2.679812156,0.007212078,2.66097529,3.884237946
mol2025,5.13E+02,9.019975178,4.347085377,0.003739706,-0.629224255,1.03766783
mol2026,2.97E+02,13.8503464,8.861700766,0.091941202,2.997843616,4.237447599
mol2027,2.40E+02,11.30079373,5.257277113,0.918982495,-2.102510163,-0.64375925
mol2028,2.43E+02,5.454653114,0.546505326,0.619940902,-1.739425188,-0.86237201
mol2029,2.64E+02,11.18963857,0.215561323,0.277826315,-1.431902274,0.112678966
mol2030,2.24E+02,13.0814455,6.502270597,0.019994794,2.946573022,2.050517155
mol2031,3.07E+02,5.261492465,8.936497411,0.048395453,0.232187589,3.496093417
mol2032,4.19E+02,0.689593238,1.105793323,0.883289959,-3.181760595,-2.787304165
mol2033,2.39E+02,12.39456666,3.719524572,0.587171031,-0.406858944,0.609458306
mol2034,1.10E+02,11.40964651,10.6139861,0.938775768,0.194133866,2.819206039
mol2035,4.51E+02,12.6248772,5.483016605,0.529644736,-0.094184989,4.115224148
mol2036,92.48870185,13.15607553,9.373880071,0.992138394,-2.632115506,-2.778306548
mol2037,5.07E+02,12.18694483,11.45488958,0.836074414,0.864347339,-1.14975218
mol2038,2.75E+02,13.70330985,4.506527026,0.533179277,-2.697011584,0.217657572
mol2039,2.24E+02,3.704886778,5.984136228,0.880757223,0.642943963,0.180598867
mol2040,3.07E+02,12.5410509,9.421063173,0.024451587,-0.715441028,-0.894222946
mol2041,2.80E+02,11.83167667,1.394778232,0.061446701,-1.192267158,1.175598675
mol2042,3.58E+02,2.697266634,1.160895619,0.615906383,-0.679924393,-1.154836715
mol2043,2.78E+02,11.91098471,8.622372291,0.005624275,-2.276630468,2.27857325
mol2044,1.09E+03,9.988703885,9.34082926,0.181922088,0.464510957,4.704391792
mol2045,1.27E+02,12.61352458,7.069044746,0.358536127,-2.39866891,2.302887646
mol2046,7.17E+02,1.993997743,3.174317648,0.058794458,-3.092737749,-1.823495676
mol2047,1.46E+03,10.84981215,11.02871906,0.046103611,-2.631083119,4.342455277
mol2048,1.10E+02,12.13806542,5.173012048,0.108797522,2.794186178,0.971117802
mol2049,1.08E+03,1.645797084,0.606510116,0.007882051,-1.679903793,3.655338186
mol2050,1.13E+02,3.558233894,0.502189326,0.172927272,-0.527235162,-1.350061857
mol2051,3.97E+02,12.23885949,12.04292309,0.424825518,-1.52347454,0.526646626
mol2052,4.47E+02,12.79997978,7.260278638,0.918176537,-0.608232083,1.72070318
mol2053,4.55E+02,12.44743489,8.602587023,0.340356572,-1.964601763,-0.362692427
mol2054,3.78E+02,10.97232883,4.043750584,0.870570532,-0.726041631,0.037184636
mol2055,2.75E+02,3.760234031,0.033739715,0.566540346,-1.063037742,-1.330692848
mol2056,3.99E+02,11.31985476,6.634900303,0.131939003,2.607602884,1.790445753
mol2057,5.36E+02,13.70034624,6.745121263,0.199717633,2.766701516,2.777351867
mol2058,3.62E+02,11.49172748,2.384867259,0.031894774,-0.358344418,3.643550569
mol2059,9.67E+02,1.058417308,10.7101583,0.290019682,-2.405644104,2.198330275
mol2060,3.73E+02,4.210830431,1.685643382,0.019834804,-0.757374321,0.264821647
mol2061,3.22E+02,0.625226234,0.566247011,0.084064617,-1.637776041,-0.507406607
mol2062,2.98E+02,13.3628177,4.696974983,0.910134936,-1.604346481,-2.492163564
mol2063,4.64E+02,4.939457654,7.337557664,0.0391029,0.272962409,1.324081364
mol2064,5.01E+02,11.00422906,11.58839969,0.123880034,2.949811802,0.137025816
mol2065,3.41E+02,13.80486629,7.631967057,0.560716425,-2.053820951,-0.822096956
mol2066,2.68E+02,4.621102115,0.734847618,0.891105168,-1.012919879,-1.319116626
mol2067,2.48E+02,13.46084941,4.760817094,0.966577742,-1.51348586,-0.068597585
mol2068,2.63E+02,8.485506001,3.468172838,0.21923024,2.289656104,0.555865142
mol2069,5.22E+02,4.399024344,8.257480798,0.12341872,-1.622178416,-1.191966362
mol2070,3.41E+02,0.388074551,7.103714591,0.107873672,-1.888773636,-2.314943642
mol2071,6.79E+02,4.889284836,1.579736425,0.122300501,-2.194913548,2.697446334
mol2072,2.23E+02,2.429427727,0.407906781,0.020276392,-0.157810617,0.956946095
mol2073,3.97E+02,12.60019591,1.666022987,0.435694346,0.035157864,2.141580279
mol2074,8.95E+02,2.486906944,8.494228545,0.049101722,-2.513636157,0.652001668
mol2075,3.32E+02,8.366155786,11.14045518,0.188506227,2.784187702,2.03833284
mol2076,2.59E+02,13.33520005,9.278432041,0.850013907,-2.728161989,-0.123338478
mol2077,3.25E+02,12.80191896,0.55246953,0.376490887,-0.056039433,2.212082742
mol2078,3.62E+02,13.78258005,10.00037614,0.011162006,-0.531041304,5.781348406
mol2079,1.67E+02,2.963222457,10.21031765,0.27937494,-1.732045649,0.901538165
mol2080,6.93E+02,11.40656956,3.881626768,0.694228402,-2.000992443,2.156731385
mol2081,2.92E+02,12.31888774,1.314847365,0.144784549,-1.963596859,2.567986448
mol2082,3.38E+02,1.356862521,4.294357471,0.036927782,2.749854252,-0.775482506
mol2083,4.78E+02,0.772979812,10.66350952,0.240456316,-1.458111634,0.695028937
mol2084,4.10E+02,11.36791756,7.683097872,0.588142689,-0.561777354,0.285824172
mol2085,3.18E+02,0.775371487,3.992290508,0.113771932,-2.392981262,-0.635406856
mol2086,7.97E+02,11.34954574,9.971907522,0.16664546,-0.448025038,1.438800364
mol2087,2.95E+02,11.49536301,10.35970725,0.007719053,2.618870085,2.1912584
mol2088,4.99E+02,13.79522032,9.390375434,0.025541448,-1.069290494,4.519066551
mol2089,1.45E+03,1.361863113,5.588916002,0.086240275,-2.538298628,5.162222826
mol2090,6.50E+02,12.08654143,2.915836977,0.059046783,-2.224347045,4.042642829
mol2091,5.65E+02,3.602623091,5.560333118,0.062459172,0.194740328,0.890256297
mol2092,2.91E+02,13.85444807,1.665431592,0.46227922,-1.136069543,2.858958714
mol2093,3.21E+02,3.669664501,0.271871125,0.547530022,2.652061594,1.08983738
mol2094,3.82E+02,13.55282728,6.778469406,0.477723062,2.713658764,2.9625321
mol2095,4.54E+02,12.41826457,0.37059722,0.033801297,-2.565923679,1.895508232
mol2096,2.67E+02,11.05595103,9.204533747,0.226873533,0.529381461,1.550893358
mol2097,9.75E+02,0.212852145,8.440495909,0.118956078,-0.06876258,2.411478949
mol2098,4.31E+02,2.601254666,1.040832152,0.067476837,-0.525701231,-0.795956978
mol2099,3.33E+02,1.869510136,2.51080554,0.074191064,1.184429866,0.287979816
mol2100,3.98E+02,12.67511811,9.111241267,0.048718059,0.585069098,0.512252317
mol2101,5.17E+02,2.697586966,10.33793345,0.125519996,-1.369937392,0.858936602
mol2102,3.00E+02,2.088337342,1.053642747,0.185802183,0.089528138,3.064121151
mol2103,4.55E+02,12.44255728,10.1365234,0.138346795,-1.157962783,1.198826153
mol2104,3.21E+02,10.12553144,8.125863336,0.944809405,-1.764699924,-0.26385093
mol2105,3.03E+02,5.395736756,4.487699567,0.109199542,-1.409817515,-0.279367196
mol2106,3.07E+02,12.13763645,3.756769263,0.154383552,-1.452842705,3.250171035
mol2107,4.54E+02,12.46965061,7.444940982,0.544881311,0.521985826,1.864604207
mol2108,4.08E+02,3.369293912,0.929102598,0.083364917,-0.852230985,1.406084057
mol2109,4.88E+02,3.660825939,0.462972656,0.789472069,0.895893531,-0.847418341
mol2110,4.54E+02,8.427773092,8.191177525,0.328879158,-1.323351584,1.436568788
mol2111,4.92E+02,4.768362693,6.605764582,0.058201379,-0.635586213,2.987330152
mol2112,3.65E+02,12.49300609,4.251254293,0.044760309,-2.664297975,-0.138255883
mol2113,3.76E+02,3.112261166,1.969556351,0.76997071,-2.280511855,-1.851333718
mol2114,3.16E+02,5.749633088,5.884042518,0.059784776,-1.546836492,5.384061705
mol2115,2.46E+02,5.528151523,9.69451251,0.019247835,-0.440987639,4.07663987
mol2116,3.60E+02,4.292975234,0.540540847,0.265269606,-2.415167775,0.15392195
mol2117,5.75E+02,12.19326038,7.641500028,0.005665747,0.867182319,2.921701586
mol2118,4.60E+02,5.04272847,1.74541579,0.043294071,-1.288892277,0.803689722
mol2119,3.10E+02,5.495424525,0.897745393,0.054385981,-0.693654889,1.014932371
mol2120,5.42E+02,11.53031163,8.927820691,0.017788476,2.923821721,1.674102669
mol2121,5.02E+02,11.97370031,7.726083676,0.010126914,2.969589556,0.477171013
mol2122,4.59E+02,6.307266121,3.421724535,0.309129231,2.937122291,0.648235526
mol2123,5.67E+02,10.3963336,8.994166235,0.075712867,-2.242757857,-0.722878642
mol2124,4.11E+02,9.761691759,2.051806504,0.309569251,1.091080139,0.012059706
mol2125,4.44E+02,10.28633493,2.78014562,4.68E-04,-1.388399075,3.189030233
mol2126,5.39E+02,2.897720449,7.792220183,0.667789467,-1.015051822,0.233326296
mol2127,2.89E+02,1.870752922,10.08026618,0.105763127,-0.405656849,1.242909647
mol2128,3.09E+02,2.498006377,1.367624825,0.04683347,-0.518677415,-0.405054082
mol2129,7.77E+02,1.641900524,0.177753179,0.592884205,-1.474989475,-1.72895937
mol2130,3.73E+02,1.242163454,1.491902792,0.804378051,2.975184827,1.70852557
mol2131,3.25E+02,8.713985497,4.889359772,0.147806624,0.096713246,0.456735233
mol2132,2.93E+02,6.794827513,2.624035909,0.069903681,-1.560833871,0.010898966
mol2133,3.93E+02,0.431971971,0.098191175,0.783741914,-2.786639658,-2.475216083
mol2134,3.36E+02,12.85991048,8.961046244,0.017734336,2.575167993,2.750123859
mol2135,3.57E+02,10.51525551,9.085840448,0.013730673,-1.380196225,1.018088579
mol2136,5.36E+02,10.25783814,0.212570972,0.469873031,-0.911944357,2.307171592
mol2137,3.60E+02,3.18038554,0.208382851,0.704835684,-3.002909202,-2.133750635
mol2138,2.05E+02,13.48794295,5.677695719,0.084125581,-0.835718309,4.86444038
mol2139,3.44E+02,4.248184469,1.792285352,0.997613024,1.83915171,-2.16795585
mol2140,1.82E+02,6.549865975,0.127035216,0.682744699,-0.706080693,1.725212215
mol2141,3.24E+02,12.82176837,7.828871748,0.081845523,-2.1529223,2.525530744
mol2142,5.12E+02,3.218007044,0.726965645,0.377897822,-3.083455367,-1.676745822
mol2143,2.34E+02,10.76308951,7.873493907,0.168148136,-1.301166076,1.350730387
mol2144,4.41E+02,10.76919738,5.932150372,0.859710917,-1.630830662,0.403276637
mol2145,3.54E+02,10.66033907,5.941591875,0.904185439,-2.715986176,-0.874137956
mol2146,4.68E+02,3.288656746,0.00185886,0.990596174,-2.541043934,-2.500246613
mol2147,3.13E+02,10.81379879,7.553065792,0.509548126,-2.189162862,-1.87251716
mol2148,3.69E+02,13.18246839,0.43072787,0.144016574,-1.568471034,0.285167575
mol2149,1.50E+02,12.88840538,0.810486076,0.735635187,-1.000236425,1.658446604
mol2150,3.62E+02,2.916628954,4.23672176,0.667309653,-0.829115131,2.106411207
mol2151,4.94E+02,12.5791902,7.05281409,0.216507247,-2.425126268,1.758587552
mol2152,2.26E+02,6.815682435,8.99908324,0.207515309,-2.671776035,-1.404296461
mol2153,1.93E+02,12.04565968,0.76810482,0.187885794,-3.060354004,0.805884078
mol2154,5.03E+02,2.821942664,6.628282561,0.192294713,-0.264191555,0.589318939
mol2155,2.73E+02,12.37549375,7.982734924,0.578530593,-1.415997066,-0.116650274
mol2156,5.64E+02,9.976781825,0.178050175,0.719453985,-1.456661223,4.512784657
mol2157,3.02E+02,4.543271652,0.039168036,0.84786343,-2.048600463,-0.976295596
mol2158,7.85E+02,3.121835073,0.037986429,0.124859868,-1.196213296,1.499668241
mol2159,1.06E+03,7.413418565,8.488530733,0.386492776,-1.953868305,1.491871293
mol2160,5.78E+02,12.46410721,10.74414743,0.335840336,-0.691544702,4.478093071
mol2161,4.60E+02,5.197319147,1.17630015,0.297385952,-1.816664975,0.396415758
mol2162,4.67E+02,7.028987694,6.785014259,0.611303612,-2.110527406,-0.119540607
mol2163,2.50E+02,5.815457203,2.155336895,0.316980588,-2.117119375,1.082921005
mol2164,4.58E+02,13.21928865,1.484492683,0.132100816,0.018310358,1.40018154
mol2165,1.46E+02,12.36325147,8.963675291,0.613839002,-0.794888017,4.042371937
mol2166,2.59E+02,13.04240535,0.343152608,0.993627503,-0.24343328,-0.936266204
mol2167,2.98E+02,12.10168666,7.608514596,0.735446909,-0.168386333,0.608783575
mol2168,3.02E+02,9.142036975,9.843618895,0.810178181,0.032777568,1.595237515
mol2169,5.89E+02,6.622104083,9.059153827,0.197649274,-1.75676942,1.067775607
mol2170,4.03E+02,11.87737871,5.673892429,0.003938662,-3.172133348,-1.591075704
mol2171,2.54E+02,13.25169839,0.134098082,0.083489349,-1.031592167,4.053159392
mol2172,2.65E+02,12.7908603,2.135518144,0.509626517,2.760105457,0.332367765
mol2173,3.89E+02,12.2769898,7.112523288,0.155559699,-0.008568207,2.434709224
mol2174,4.01E+02,13.39641189,3.678020298,0.015489918,-2.185464157,2.052201011
mol2175,5.70E+02,13.5360311,9.307786071,0.211219041,-1.659381957,4.745552659
mol2176,2.11E+02,13.57366953,6.786159632,0.190251601,-1.904095568,0.895410738
mol2177,4.93E+02,13.86281974,8.61625962,0.06449366,-2.012131259,1.930566573
mol2178,4.42E+02,2.83697672,1.057159416,0.526436232,-0.386011913,1.23056661
mol2179,4.62E+02,8.912463062,1.264551104,0.33760144,0.874965675,4.313054024
mol2180,5.21E+02,10.70779006,7.005502403,0.170638037,0.663747101,-0.874064578
mol2181,3.09E+02,13.15797636,8.902354906,0.374621852,0.142456403,0.136022986
mol2182,2.31E+02,11.19880384,0.160980388,0.469429484,-2.324820656,1.669283717
mol2183,1.50E+02,10.67450117,3.166412274,0.246244264,-0.594849209,-1.503246833
mol2184,6.83E+02,12.1936507,8.621967327,0.045764709,-2.05977783,2.549421714
mol2185,5.46E+02,11.29756384,2.568604414,0.032181765,-1.838623101,1.255079387
mol2186,1.94E+02,4.320998761,9.222104712,0.511904983,-2.504021909,-1.990781024
mol2187,3.27E+02,13.2271906,7.702419366,0.125865266,-1.735015529,3.004474524
mol2188,4.73E+02,2.092982638,1.454692027,0.015673339,-1.382583539,1.505903396
mol2189,2.84E+02,13.66208049,9.739395468,0.050777684,0.249275828,4.581065894
mol2190,9.17E+02,12.86383609,9.559111223,0.007244482,-1.00889361,6.262124411
mol2191,4.61E+02,1.394482647,8.221510749,0.016551331,2.818033449,0.523704795
mol2192,3.83E+02,9.396836622,8.2585247,0.796031577,-2.21649541,-0.225673826
mol2193,4.52E+02,13.00451627,4.897170542,0.083270175,2.803418048,3.829003744
mol2194,3.09E+02,12.04730039,11.38548743,0.346682027,-2.130323397,-1.816229777
mol2195,4.10E+02,10.19949553,9.485985389,0.746695918,0.579723347,0.948351086
mol2196,3.11E+02,13.56869401,9.138346728,0.008213193,2.61150917,2.551247248
mol2197,3.04E+02,13.35673549,10.51879622,0.292357989,-0.915497902,-0.207795123
mol2198,2.83E+02,2.477271195,0.058752957,0.776343528,-2.4881787,-2.740745319
mol2199,3.99E+02,0.560733775,1.27410697,0.0739168,0.700761829,0.492954005
mol2200,2.66E+02,6.879719228,5.817727009,0.062990087,2.835457056,1.795523902
mol2201,1.67E+02,13.76184639,9.901949293,0.111357899,-0.268858418,5.150010549
mol2202,2.16E+02,11.41829962,8.866704128,0.86931058,-1.149612765,-0.99030576
mol2203,6.16E+02,1.38625954,0.21600724,0.862336383,-2.401829519,0.589455817
mol2204,1.88E+02,3.896427374,0.203081956,0.932559513,-2.24493054,-1.249140695
mol2205,2.52E+02,11.26879648,9.038495897,0.961553705,-0.817104152,-1.354515861
mol2206,3.08E+02,10.73745831,1.850716807,0.037140647,-2.801803446,4.497019591
mol2207,2.16E+02,10.24773899,4.186520222,0.309532841,-0.682128201,0.308648255
mol2208,2.68E+02,5.117030209,0.242315811,0.130761974,-1.563674299,-0.009763351
mol2209,4.06E+02,13.50744324,4.741644246,0.898322409,-0.974718932,2.251648423
mol2210,3.57E+02,2.81319013,8.735716838,0.046909186,0.370032141,1.193491709
mol2211,3.32E+02,13.71402366,9.006114333,0.116853541,-1.27818928,4.871441746
mol2212,1.21E+03,12.07442119,6.535671557,0.03636244,-0.283210775,0.387478697
mol2213,7.43E+02,2.846357411,8.338072064,0.608673415,-1.730723939,-1.752134169
mol2214,2.67E+02,13.23618916,4.347233909,0.388385951,2.996202145,7.303348437
mol2215,2.99E+02,12.91073999,7.637001876,0.006781119,-0.489050035,4.718657314
mol2216,3.37E+02,6.064062264,8.092305409,0.858090593,-0.891007378,0.16301224
mol2217,5.80E+02,5.521884178,2.621427818,0.05638748,-2.131241199,-0.033849801
mol2218,4.35E+02,11.8853329,8.852654164,0.045725597,-2.03404387,0.137208176
mol2219,5.54E+02,13.84021591,4.541292869,0.035594557,-2.832247274,6.338932322
mol2220,4.02E+02,12.11028804,2.01642022,0.85471614,-1.642924947,0.296932982
mol2221,2.96E+02,13.02765545,3.892890609,0.05037328,2.800304031,3.64046342
mol2222,3.16E+02,11.19755997,10.22142625,0.169913028,-1.731318314,-0.97242984
mol2223,5.25E+02,2.487128274,1.761302196,0.053128926,-2.855570334,-0.224387856
mol2224,4.17E+02,12.24721536,4.057403296,0.031006686,-1.298476721,0.771465238
mol2225,5.22E+02,13.02124688,7.798194619,0.140798949,-1.872571112,3.074968624
mol2226,6.79E+02,9.549469055,6.724768429,0.092334749,-0.231520929,2.186428045
mol2227,3.21E+02,10.40232357,2.351481983,0.844375917,-2.482888621,1.207986621
mol2228,3.63E+02,13.21336458,10.25404296,0.215545759,2.065972229,2.037297728
mol2229,6.35E+02,12.62441729,0.806818689,0.005630464,-1.067789845,2.537790596
mol2230,2.02E+02,11.86056386,0.179377741,0.925406596,-0.884008104,0.110399175
mol2231,1.73E+02,12.75810437,7.500710313,0.601510889,-1.615754954,-2.273547771
mol2232,1.67E+03,12.60920931,9.367284857,0.094549612,2.905137055,5.961994632
mol2233,2.94E+02,3.63020466,2.642702699,0.454531544,-0.615566521,-0.566633395
mol2234,4.70E+02,4.408309352,3.84163303,0.989763531,2.671577612,-1.122035411
mol2235,4.11E+02,2.119906392,0.94162816,0.750983291,-1.927043285,-0.576482015
mol2236,4.83E+02,10.99793641,0.926826683,0.164837677,-0.698219528,0.793161118
mol2237,3.43E+02,10.67100522,7.762728895,0.86230784,-2.964835839,0.528954043
mol2238,3.62E+02,9.809729598,0.208256642,0.289086822,-2.020444963,2.149223626
mol2239,4.14E+02,6.1712275,9.240882441,0.536565231,-1.933846286,-0.138259519
mol2240,5.88E+02,2.803759918,0.569479125,0.013401136,0.196213342,4.711398021
mol2241,2.15E+02,11.45397299,8.993369963,0.12703339,-0.991828471,-0.872717244
mol2242,2.06E+02,9.143920075,9.226055423,0.398932011,-1.505034253,-1.842171624
